Roll No,student_name,gender,dob,class_teacher,maths,english,kiswahili,physics,chemistry,biology,geography,history,agriculture,computer,attendance (%),average,grade
6837,Emma King,male,10/13/1996,Mrs. Davis,45,15,9,49,98,28,43,87,99,1,90,49.77,C-
6838,Courtney Moreno,male,1/23/2001,Mr. Brown,75,98,26,49,73,1,3,83,92,62,45,54.15,C
6839,Devin Stewart,male,05-01-90,Ms. Johnson,32,62,20,16,72,80,45,44,89,17,45,47,C-
6840,Jennifer Parks,female,10/15/2004,Mr. Brown,71,45,65,49,69,33,24,82,49,96,85,58.31,B-
6841,James Meadows,female,11/19/2007,Mrs. Davis,17,45,1,95,45,61,99,10,65,73,95,50.23,C
6842,Brooke Garcia,female,09-06-01,Ms. Johnson,70,52,72,85,44,97,63,16,59,20,85,48.46,C-
6843,Caroline Wagner MD,male,09-08-99,Mr. Brown,51,20,90,19,61,17,20,81,63,33,55,49.62,C-
6844,Joseph Sawyer,male,10/17/1992,Mr. Brown,73,17,9,26,92,0,69,44,100,69,80,49,C-
6845,Melanie Rogers,male,9/30/2004,Ms. Johnson,56,41,76,13,55,29,84,70,78,12,90,52.38,C
6846,Mindy Hatfield,male,8/28/1999,Ms. Johnson,44,61,63,14,16,47,87,5,6,16,100,41.54,D+
6847,Megan Pena,male,7/15/1994,Ms. Johnson,50,19,11,33,18,80,59,30,46,9,65,44.62,D+
6848,Jessica Wheeler,female,2/20/2005,Ms. Johnson,48,68,76,49,12,66,61,40,18,4,80,45.46,C-
6849,Briana Stark,female,04-07-08,Mr. Smith,98,38,64,38,21,97,15,89,61,77,100,56.85,B-
6850,Rachel Jones,male,4/20/1998,Mr. Smith,48,88,21,41,30,40,62,55,100,19,15,40.54,D+
6851,Kevin Luna,female,7/13/2005,Mr. Smith,33,96,44,45,8,41,70,45,81,23,50,50.54,C
6852,Tracy Duffy,male,2/28/1992,Mrs. Davis,100,69,19,66,80,80,0,44,34,49,100,56.08,B-
6853,Daniel Fisher,female,10/21/2004,Mr. Brown,73,82,6,89,64,33,55,31,99,77,20,57,B-
6854,Michael Wells,male,9/14/1992,Mr. Brown,98,45,46,89,16,89,24,36,11,90,95,56.31,B-
6855,Joshua Reynolds,female,01-10-98,Ms. Johnson,47,36,33,85,49,91,31,36,25,14,20,42.23,D+
6856,Benjamin Garcia,male,2/15/2010,Mr. Smith,21,88,33,97,42,41,45,3,73,70,20,44.85,D+
6857,Anthony Hartman,female,12-04-90,Mr. Smith,44,55,79,87,53,90,52,25,0,57,65,59.77,B-
6858,Hailey Perez,male,08-06-91,Mr. Smith,54,89,60,39,16,43,17,44,36,80,0,52.62,C
6859,Sean Wall,female,3/15/1994,Mr. Smith,70,72,38,50,74,25,93,37,11,84,25,51.15,C
6860,Eric Taylor,female,10-07-96,Ms. Johnson,42,48,17,61,42,62,60,58,86,11,40,52.08,C
6861,Beverly Flores,female,4/18/2000,Ms. Johnson,15,63,49,9,41,52,43,66,7,88,40,38.92,D
6862,Anthony Navarro,male,9/14/1996,Mrs. Davis,75,45,23,17,46,47,41,45,81,33,40,49.38,C-
6863,Theodore Gilbert,female,1/18/2010,Ms. Johnson,83,25,83,82,63,48,17,52,47,75,10,56.38,B-
6864,Alison Gilbert,female,12/26/1998,Mrs. Davis,70,90,57,33,54,71,82,48,87,80,75,64.54,B
6865,Brittany Harvey,male,11/30/2009,Ms. Johnson,63,10,3,95,61,64,78,66,88,55,85,59.23,B-
6866,David Knight,female,12-11-97,Ms. Johnson,56,11,100,50,43,78,46,74,26,80,75,57.31,B-
6867,Linda Garrett,female,9/23/2003,Mrs. Davis,71,35,68,4,49,42,40,46,10,99,100,47,C-
6868,Kristine Bailey,female,10/15/1999,Mrs. Davis,73,38,31,71,6,66,50,46,73,95,5,55.77,B-
6869,Ricky Gilbert,male,5/30/1998,Mr. Smith,89,61,99,55,98,87,31,34,59,13,35,60.38,B
6870,Thomas Walker,male,1/25/1991,Ms. Johnson,91,5,94,73,14,71,81,0,87,36,90,54.46,C
6871,Ashley Howard,female,2/25/1996,Ms. Johnson,37,27,99,69,70,40,15,82,87,97,0,60.31,B
6872,Nancy Jackson,female,01-08-08,Mr. Smith,13,60,51,78,52,57,78,99,52,22,80,56.62,B-
6873,Ashley Walker,male,04-10-09,Mrs. Davis,33,61,30,77,57,79,64,54,16,32,75,56.38,B-
6874,Rebecca Miles,male,1/19/2007,Ms. Johnson,66,65,86,15,3,48,48,95,5,9,65,48.92,C-
6875,Wayne Gray,female,4/26/1990,Mrs. Davis,21,17,56,76,42,11,24,12,3,46,40,35,D
6876,Yolanda Martinez,female,12/26/2007,Ms. Johnson,16,96,38,33,49,13,79,72,60,34,5,48.23,C-
6877,Amanda Lin,female,12-08-06,Mrs. Davis,38,27,38,49,12,39,85,62,28,21,30,37.69,D
6878,Kathleen Parker,female,06-08-09,Mrs. Davis,18,20,42,45,57,15,78,31,69,79,85,50.23,C
6879,Kenneth Myers,female,10-11-06,Ms. Johnson,33,80,91,53,50,18,3,23,88,68,85,53.54,C
6880,Jeffrey Green,male,9/17/1992,Mrs. Davis,82,90,73,39,43,0,26,18,17,26,55,42.31,D+
6881,Kristin Bowen,female,12/21/2002,Mrs. Davis,61,12,45,40,65,60,85,27,28,9,0,43.92,D+
6882,Donald Bean,female,3/29/1991,Mrs. Davis,1,11,9,42,83,93,28,48,59,16,55,46.38,C-
6883,Matthew Torres,female,1/18/2004,Mrs. Davis,4,59,72,94,55,21,20,34,29,19,85,47.38,C-
6884,Kristin Young,female,10/26/1994,Ms. Johnson,56,69,27,72,62,86,21,11,57,45,5,56.15,B-
6885,Heidi Barnes,female,5/14/2000,Mr. Brown,72,10,97,24,59,49,61,52,83,38,95,51.54,C
6886,Keith Baker,male,11/19/2007,Ms. Johnson,25,92,25,97,40,71,21,48,78,3,90,51.54,C
6887,Christina Wood,male,08-11-91,Mrs. Davis,0,65,59,92,65,75,13,40,46,81,70,52.77,C
6888,Nicole Henson,female,8/30/2009,Ms. Johnson,80,91,82,76,90,73,90,80,48,69,80,69.77,B
6889,Karen Mendez,female,3/24/1996,Mr. Brown,44,18,71,69,59,95,24,49,43,37,60,48,C-
6890,Brooke Hays,female,10-11-90,Ms. Johnson,14,95,89,29,55,76,65,75,37,3,45,57.23,B-
6891,Kathryn Nelson,male,07-07-93,Mrs. Davis,92,94,70,97,87,39,14,38,22,7,90,47.15,C-
6892,Matthew Lee,female,6/26/2008,Mr. Brown,71,16,94,30,75,93,30,87,64,96,5,57.46,B-
6893,Angela Clayton,female,2/28/1993,Ms. Johnson,58,59,77,80,48,55,73,58,6,99,5,62.08,B
6894,Dr. Tyler Allen,male,1/27/2003,Ms. Johnson,32,75,6,24,96,89,16,76,66,98,70,53.46,C
6895,Jeremiah Martinez,female,3/16/2003,Mrs. Davis,74,48,33,44,4,83,53,12,20,30,55,42.23,D+
6896,Lisa Kelly,female,09-03-00,Mr. Smith,29,79,95,5,22,73,86,86,64,7,50,55.92,B-
6897,Angel Olson,male,06-04-08,Mrs. Davis,16,36,78,47,68,89,69,36,48,10,55,48.62,C-
6898,Michelle Brooks,male,8/22/2010,Mr. Brown,98,31,59,88,53,72,99,26,98,89,75,61.31,B
6899,Tyler Salazar,female,3/15/2000,Mr. Smith,46,57,71,16,29,77,15,36,97,90,40,44.31,D+
6900,Michelle Park,female,10/30/1997,Mr. Brown,2,23,50,5,73,47,95,87,90,46,15,49.46,C-
6901,Melinda Phillips,female,07-08-96,Mr. Brown,45,44,50,20,37,55,49,51,94,22,75,46.15,C-
6902,David Kelly,male,1/29/2003,Mr. Brown,79,34,97,10,92,18,85,67,64,21,100,53.77,C
6903,Gary Finley,male,9/30/1991,Ms. Johnson,3,76,14,51,81,93,56,25,2,11,40,42.23,D+
6904,Randy Petty,female,10/31/2002,Mr. Brown,1,48,51,6,42,11,10,16,85,22,45,33.77,D-
6905,Sara Hernandez,male,2/28/1990,Mr. Smith,80,39,60,6,86,62,71,67,77,82,40,55.08,B-
6906,Frank Matthews,female,09-12-01,Mr. Brown,80,55,53,34,5,54,32,49,74,93,30,52.62,C
6907,Sharon Brown,female,10-06-04,Mr. Brown,47,48,95,51,18,65,70,2,86,28,50,48.31,C-
6908,Sabrina Vaughan PhD,female,3/20/1991,Mr. Brown,34,73,37,27,50,99,63,32,45,7,90,53.85,C
6909,Elizabeth Johnson,female,10/29/1993,Ms. Johnson,86,45,8,44,2,63,59,13,16,84,50,48.69,C-
6910,Beverly Hunter,female,2/17/1995,Mr. Smith,100,96,79,23,44,27,94,43,48,75,30,55.38,B-
6911,David Russo,male,6/20/1990,Mr. Brown,0,86,43,23,16,62,32,78,55,67,10,50.08,C
6912,Daniel Riggs,male,08-12-98,Mr. Smith,46,63,78,50,19,67,46,82,66,41,80,50.08,C
6913,Rebecca Hernandez,male,12/26/1991,Mrs. Davis,83,19,11,12,68,26,90,71,69,25,70,41.38,D+
6914,Randy Williams,female,5/19/1998,Ms. Johnson,87,87,31,82,82,79,59,18,2,97,85,53.69,C
6915,Patricia Cross,female,12-02-97,Mr. Smith,4,100,16,6,69,54,39,72,99,41,5,51.38,C
6916,David Hernandez,female,09-05-94,Mr. Brown,23,17,12,0,74,1,100,78,20,93,70,38.85,D
6917,Anna Smith,female,11/20/1998,Mr. Smith,56,100,97,41,32,76,61,60,98,6,75,57.77,B-
6918,Stephanie Le,female,10/19/2004,Mr. Smith,92,57,46,43,84,92,8,16,61,5,90,54.62,C
6919,Steven Frye,female,04-05-93,Mrs. Davis,5,89,18,50,82,78,29,38,91,100,10,56.15,B-
6920,Antonio Peterson,female,5/14/1992,Mrs. Davis,28,50,97,41,45,11,35,96,27,53,25,51.15,C
6921,Brett Hartman Jr.,male,03-04-91,Mr. Smith,41,25,80,23,87,1,73,69,56,21,5,54.46,C
6922,Kathleen Bell,male,1/15/2004,Ms. Johnson,19,94,34,24,12,79,47,94,91,10,5,56,B-
6923,Amy Anderson,female,9/15/1999,Mr. Brown,55,51,4,60,60,12,38,56,66,19,55,44.31,D+
6924,Ariel Foster,male,12-02-90,Mr. Smith,3,41,60,2,61,91,29,48,70,81,90,48.92,C-
6925,Angela Chapman,female,5/31/2009,Ms. Johnson,85,78,57,46,53,60,97,30,96,35,70,60.08,B
6926,Joseph Watson,female,6/21/2003,Mrs. Davis,92,26,36,18,92,65,49,87,39,83,100,53.38,C
6927,Edgar Andrews,male,7/18/2009,Mr. Smith,39,74,90,92,41,35,85,54,99,35,15,62.77,B
6928,Dr. Christopher Torres,female,2/20/1993,Mr. Brown,21,56,57,25,16,91,64,6,7,89,80,36.38,D
6929,Kenneth Brown,female,03-05-96,Mr. Smith,33,93,35,56,51,8,90,28,59,37,60,49.31,C-
6930,Samantha Smith,male,11/14/1996,Ms. Johnson,85,92,32,82,42,30,50,42,74,40,15,62.69,B
6931,Lisa Kirk,female,1/13/2002,Ms. Johnson,24,54,47,29,34,15,79,90,73,87,65,49.54,C-
6932,Andrew Wheeler,female,10-10-93,Mrs. Davis,88,42,28,9,27,2,27,28,70,53,0,46,C-
6933,Jennifer Chavez,female,09-11-10,Mr. Smith,59,69,45,66,67,86,38,23,0,0,5,48.69,C-
6934,Breanna Davis,female,6/20/2008,Mrs. Davis,41,76,78,59,72,42,90,17,79,81,95,57.23,B-
6935,John Murphy,female,6/24/1993,Mr. Smith,58,98,13,42,65,99,61,79,48,33,60,59.62,B-
6936,Jennifer Davis,female,01-06-10,Ms. Johnson,85,0,76,35,58,88,36,79,51,2,60,53.38,C
6937,Sarah Cooley,female,9/28/2009,Mr. Smith,35,32,98,93,17,46,87,15,21,7,5,47,C-
6938,Janice Owens,male,01-11-01,Mrs. Davis,91,53,20,46,85,13,82,68,35,74,40,55.77,B-
6939,Lisa Decker,male,06-11-98,Mrs. Davis,35,99,0,1,39,13,20,83,56,48,5,46.62,C-
6940,Lisa Carney,female,4/26/2004,Mr. Smith,24,84,49,19,0,87,0,71,75,38,15,45.77,C-
6941,Brandy Moore,male,11/19/2010,Mr. Smith,13,40,43,64,11,68,90,31,69,54,60,43.23,D+
6942,Jose Lynch,female,01-10-02,Mrs. Davis,24,10,25,60,4,2,64,4,59,51,15,40.38,D+
6943,George Downs,female,10/13/2010,Mr. Brown,94,76,32,66,99,23,22,40,36,54,35,54.54,C
6944,Scott Montoya,female,6/27/2002,Ms. Johnson,70,19,95,73,67,16,30,53,61,49,95,47.46,C-
6945,Pamela Jones,male,01-09-06,Mrs. Davis,33,41,12,44,77,90,48,10,28,51,20,49.85,C-
6946,Rebecca Combs,male,04-09-98,Mr. Brown,65,61,40,93,32,42,0,71,29,33,5,46.77,C-
6947,Mary Johnson,female,4/17/2005,Mr. Smith,40,5,72,17,30,22,39,48,43,71,70,46.38,C-
6948,Andrew Allen,female,05-01-96,Mr. Smith,28,65,50,85,72,87,77,96,55,76,0,62.92,B
6949,Charles Padilla,female,10/25/2007,Ms. Johnson,6,1,84,94,35,26,9,8,48,96,80,44.38,D+
6950,Tracy Fox,female,08-07-99,Ms. Johnson,25,32,98,30,23,51,25,15,16,68,40,38.54,D
6951,Dr. Tiffany Pham,male,2/26/2001,Mrs. Davis,13,23,21,71,66,75,50,3,52,16,15,42.46,D+
6952,Douglas Graham,male,11/15/1993,Ms. Johnson,81,21,81,58,77,35,82,22,81,40,70,58,B-
6953,Guy Miller,female,7/19/1993,Ms. Johnson,71,14,33,38,33,54,32,14,93,74,65,43.62,D+
6954,Andrew Smith,male,8/31/2007,Mr. Brown,68,12,18,97,68,72,44,30,74,53,80,47.31,C-
6955,Carrie Cruz,female,11/28/1998,Mr. Smith,83,18,17,39,19,13,98,2,42,19,55,40.46,D+
6956,Greg Turner,female,04-12-90,Mr. Smith,20,24,34,95,23,73,20,70,16,5,85,43.15,D+
6957,Wendy Downs,female,02-08-08,Mr. Brown,27,48,44,90,36,38,76,87,49,85,45,57.15,B-
6958,Katrina Davis,male,06-08-01,Mr. Brown,24,63,98,30,13,68,78,35,76,8,75,57.15,B-
6959,Diana Callahan,female,08-08-93,Mrs. Davis,84,72,81,60,45,82,18,81,47,77,15,65.15,B
6960,Jared Ward,female,10/30/2006,Ms. Johnson,80,21,6,48,97,30,23,24,85,7,40,49.92,C-
6961,Lindsay English,male,9/19/2003,Mr. Brown,78,38,93,22,0,88,1,87,97,99,10,59.23,B-
6962,Kelly Ball,female,8/29/2008,Mr. Brown,6,9,22,89,99,80,60,70,53,74,30,53.08,C
6963,Charles Smith,male,7/17/2003,Mr. Smith,49,8,17,99,55,11,91,52,74,8,25,41.38,D+
6964,Mrs. Kimberly Moore,male,6/23/2002,Mr. Brown,25,4,14,9,10,42,75,89,43,56,30,35.69,D
6965,Vernon Osborne,male,4/21/1993,Mr. Smith,23,53,91,65,23,46,68,94,89,76,40,65,B
6966,Andre Byrd,male,01-06-04,Ms. Johnson,31,55,39,6,71,46,92,9,24,33,90,43.38,D+
6967,Erica Duffy,female,6/21/2009,Ms. Johnson,73,26,48,12,47,9,94,98,55,31,15,53.23,C
6968,Kimberly Nolan,male,08-09-08,Mr. Smith,83,9,12,19,44,2,60,74,75,63,45,44.92,D+
6969,Maureen Green,female,1/18/1993,Mr. Brown,30,55,83,28,5,32,89,95,13,74,40,46.23,C-
6970,Melinda Kemp,male,01-02-10,Ms. Johnson,48,78,41,85,35,100,56,24,100,30,30,58.15,B-
6971,Brent Sims,female,01-08-10,Ms. Johnson,89,7,16,100,91,70,60,43,84,70,80,64.46,B
6972,Connor Jones,male,5/14/2006,Ms. Johnson,54,56,97,58,9,93,29,88,52,89,75,56.15,B-
6973,Jerry Cardenas,female,12/18/2000,Ms. Johnson,87,37,20,94,55,85,10,0,36,28,75,46.23,C-
6974,Charles Poole,male,09-01-99,Mr. Smith,76,16,94,9,49,58,1,23,94,92,60,53.69,C
6975,Margaret Lopez,male,9/21/1991,Ms. Johnson,27,47,9,24,88,12,3,0,82,59,45,40.46,D+
6976,Adam Sullivan,female,12/15/1994,Mrs. Davis,64,67,60,73,33,67,19,11,46,45,5,42.31,D+
6977,Melinda Williams,female,7/18/2000,Mrs. Davis,1,61,84,85,45,44,4,78,11,79,20,48.85,C-
6978,Ronald Williams,female,11-07-03,Mrs. Davis,61,67,36,17,71,5,6,27,76,49,5,43.54,D+
6979,Robert Hayes,female,1/31/2002,Mrs. Davis,83,13,43,85,50,14,15,78,48,85,100,52.38,C
6980,Heather Price,male,09-11-97,Ms. Johnson,47,14,29,71,47,46,35,69,81,28,0,49.23,C-
6981,Mark Mullen,male,08-12-05,Mrs. Davis,87,99,21,2,10,36,47,58,21,94,70,48.77,C-
6982,Sabrina Gibson,female,10/25/1999,Mr. Smith,21,50,22,85,24,94,99,62,69,82,0,61.77,B
6983,Amber Page,female,10/29/2010,Mr. Brown,74,43,15,91,94,35,86,72,26,92,25,55.85,B-
6984,Tiffany Bowman,male,5/14/1999,Mrs. Davis,40,99,59,80,52,87,2,52,54,80,25,59.23,B-
6985,Cindy Clark,female,11/15/1991,Mrs. Davis,60,88,50,83,70,92,46,57,3,81,55,66.85,B
6986,Danielle Hill,female,03-08-08,Mr. Brown,72,35,22,97,71,43,87,25,86,37,0,56.85,B-
6987,Alex Levine,female,9/23/2003,Mr. Smith,17,34,32,88,27,35,50,73,81,97,30,50.23,C
6988,Joshua Price,male,12/13/2000,Mr. Smith,10,99,51,17,24,72,68,78,24,8,55,49.15,C-
6989,Erica Smith,female,3/16/1990,Mr. Smith,20,92,59,85,100,6,63,89,11,15,25,56.38,B-
6990,Jeff Zimmerman,male,12-12-97,Mr. Smith,38,56,26,27,100,80,45,42,4,93,80,57.69,B-
6991,Katherine Dixon,male,5/13/2003,Mrs. Davis,89,25,52,20,46,22,91,100,9,1,70,43.54,D+
6992,Brandy Murphy,male,10/15/2004,Ms. Johnson,45,24,16,74,74,37,7,79,71,73,55,43.38,D+
6993,Kristen Beck,male,12-03-90,Mr. Smith,17,95,73,38,34,49,16,90,57,33,95,57.46,B-
6994,Samantha Campbell,male,9/18/1990,Ms. Johnson,54,38,52,8,66,68,67,37,95,26,0,51.15,C
6995,Samantha Arnold,female,5/22/1999,Mrs. Davis,82,33,64,3,1,64,39,79,63,93,95,46,C-
6996,Nicholas Cervantes,male,12/26/1996,Mr. Smith,68,9,17,93,72,29,99,49,16,48,65,52.92,C
6997,Joseph Dunn,female,09-09-91,Mrs. Davis,3,81,14,55,10,58,39,89,59,9,5,43.54,D+
6998,Kyle Hoffman,female,1/23/2009,Mrs. Davis,50,92,71,83,28,51,29,84,11,7,75,45.69,C-
6999,Anthony Brown,male,11/25/1996,Mr. Brown,79,13,6,64,92,42,4,50,72,38,25,50.85,C
7000,Joseph Coleman,female,11/13/1992,Mr. Smith,6,91,95,1,99,55,4,72,22,69,50,46.31,C-
7001,John Good,female,5/16/1996,Mrs. Davis,63,15,24,1,32,97,45,88,48,25,100,39.85,D
7002,Toni Cole,female,11-01-01,Mr. Brown,39,91,99,84,8,89,3,93,42,21,65,57.15,B-
7003,James Fields,female,6/28/1990,Mr. Brown,52,58,80,58,29,88,44,26,41,43,35,46.85,C-
7004,Jennifer Oconnor,male,8/16/2000,Mrs. Davis,51,34,3,53,80,82,97,60,11,78,100,50.62,C
7005,Troy Jackson,female,3/20/1990,Mr. Smith,95,35,26,89,53,64,17,68,24,78,25,55.62,B-
7006,Michael Snyder,male,10/16/1995,Mrs. Davis,97,95,90,60,64,9,86,62,90,33,90,62.92,B
7007,Paige Collins,male,11-12-01,Mr. Brown,13,6,76,10,85,86,88,47,56,33,100,52.15,C
7008,Margaret Lawson,male,04-12-96,Mr. Smith,17,8,12,29,25,74,68,5,83,77,90,41.15,D+
7009,Gregory Dixon,female,6/13/1991,Mr. Smith,83,69,88,75,83,67,64,3,97,48,45,58.38,B-
7010,William Lee,female,5/22/1996,Ms. Johnson,14,39,17,42,22,70,39,30,12,86,35,41.69,D+
7011,Tonya Green,male,07-12-03,Mr. Brown,20,60,99,86,33,61,27,69,52,35,60,50.69,C
7012,Jerry Bryant,female,3/14/2003,Mr. Smith,69,20,47,40,97,99,12,18,56,83,70,50.62,C
7013,Carl Tyler,female,7/14/2009,Mr. Smith,87,0,40,26,42,45,56,17,96,45,65,44.77,D+
7014,Stephanie Dennis,male,10/26/1995,Ms. Johnson,60,36,84,71,55,60,21,87,71,79,90,57.54,B-
7015,Michael Evans,male,11/22/2007,Mrs. Davis,44,96,92,95,76,0,77,16,99,22,50,66,B
7016,Mary Thompson,female,08-03-05,Mr. Brown,37,24,3,22,58,27,11,91,47,59,0,40.38,D+
7017,Amanda Suarez,male,12-04-94,Mr. Brown,62,4,9,75,77,50,24,68,57,80,25,45.38,C-
7018,Michael Campbell,female,3/21/1998,Ms. Johnson,91,84,30,84,32,41,31,51,52,41,40,59.62,B-
7019,Leslie Hernandez,male,9/15/2008,Mr. Smith,14,88,23,97,64,77,8,56,70,32,75,51.69,C
7020,Jessica Espinoza,male,12/24/1996,Mr. Brown,56,79,85,99,18,10,49,30,1,1,95,49.23,C-
7021,David Ruiz,male,4/27/1996,Mrs. Davis,56,17,78,8,50,34,7,50,4,46,75,33.46,D-
7022,Lucas Hays,male,8/16/1998,Mrs. Davis,62,74,21,41,61,5,92,73,51,5,20,48.69,C-
7023,Sara Holt,male,01-04-98,Mrs. Davis,57,7,72,82,22,22,50,6,49,27,15,44.85,D+
7024,Mario Tran,male,4/26/2007,Mr. Smith,89,10,24,3,20,11,24,81,30,56,35,39,D
7025,Jamie Huff,male,8/17/2000,Ms. Johnson,57,73,70,63,0,47,65,54,96,43,30,62.08,B
7026,Holly Rojas,female,3/14/1991,Ms. Johnson,95,24,52,32,2,61,78,22,43,87,40,42.62,D+
7027,Erika Hatfield,female,06-01-99,Ms. Johnson,24,85,35,87,66,59,40,63,63,93,25,57.77,B-
7028,Ronald Harrell,female,12-05-06,Mr. Smith,71,67,18,80,80,28,57,7,11,23,55,52.38,C
7029,Courtney Sherman DDS,male,2/23/2008,Ms. Johnson,69,47,0,95,3,60,88,73,11,56,75,59.62,B-
7030,Nathaniel Logan,male,05-04-99,Mrs. Davis,84,33,11,51,42,1,14,81,61,25,25,44.46,D+
7031,Sheila Reynolds,male,10/18/1993,Mr. Brown,84,24,81,31,59,22,58,93,77,4,15,55.23,B-
7032,Lynn Green,male,10/16/2000,Mr. Smith,38,55,26,80,15,48,40,3,22,76,45,37.62,D
7033,Kimberly Frazier,male,11-05-04,Mrs. Davis,32,13,25,17,16,1,36,36,71,40,60,36.62,D
7034,Kristin Brown,male,6/24/2004,Mr. Brown,42,23,14,89,49,20,36,81,40,14,30,45.08,C-
7035,Ann Johnson,female,09-08-07,Ms. Johnson,54,21,31,52,59,36,98,14,20,60,15,51.92,C
7036,Clinton Cowan,male,11-03-08,Mrs. Davis,46,1,60,24,49,38,69,80,88,66,25,54.85,C
7037,James Phillips,female,4/13/1992,Ms. Johnson,52,67,72,46,15,71,58,34,43,87,100,59.46,B-
7038,Julia Kaiser,male,09-05-97,Ms. Johnson,88,58,65,47,65,64,38,87,78,20,45,54,C
7039,Grace Diaz,male,12-09-97,Ms. Johnson,24,22,50,16,74,55,43,78,65,14,90,43.69,D+
7040,Nicholas Watts,female,4/20/2004,Ms. Johnson,24,97,32,5,84,36,5,52,46,28,30,37.77,D
7041,Crystal Drake,female,10-10-94,Mr. Brown,42,7,11,84,91,14,86,41,61,54,85,43.69,D+
7042,Aaron Booth,male,11/17/1991,Mrs. Davis,98,33,4,5,10,9,31,96,18,85,5,43.62,D+
7043,Justin Schmidt,female,3/14/1994,Ms. Johnson,13,49,95,22,65,46,46,80,16,99,15,47.46,C-
7044,Keith Zuniga,male,12/20/2008,Ms. Johnson,64,26,87,55,89,1,8,48,20,43,5,40.92,D+
7045,Marissa Robinson,male,07-05-90,Mr. Smith,49,0,81,67,72,48,37,44,77,39,0,49,C-
7046,Catherine Burns DDS,female,11-07-97,Mr. Smith,38,45,84,39,37,66,0,24,97,11,0,43.77,D+
7047,Justin Stanley,female,11/15/2008,Mr. Brown,26,59,4,66,57,76,42,79,80,83,70,53.62,C
7048,Annette Rodgers,male,8/31/2009,Ms. Johnson,92,21,18,20,67,93,45,0,35,8,90,39.54,D
7049,Amy Dean,female,11-12-01,Mr. Brown,6,2,24,56,35,71,86,59,61,95,80,53.69,C
7050,Elizabeth Rogers,female,4/15/1996,Mr. Brown,66,48,22,15,66,60,91,53,92,64,65,51.08,C
7051,Melissa Vazquez,male,6/20/1991,Mr. Smith,89,12,70,95,49,34,98,66,24,83,70,57.62,B-
7052,Amanda Pierce,female,12/17/2006,Mr. Brown,21,74,49,30,25,43,46,14,8,20,40,40,D+
7053,Christopher Rush,male,11-04-98,Mr. Brown,14,81,81,2,15,97,5,68,0,81,20,41.46,D+
7054,Charles Compton,female,7/15/2009,Ms. Johnson,18,88,46,30,68,91,95,9,92,50,60,54.54,C
7055,William Williams,male,7/26/2002,Mr. Smith,37,15,7,66,54,79,4,1,50,28,100,38.85,D
7056,Maria Haney,male,3/19/1992,Mrs. Davis,71,87,97,37,81,31,19,65,73,30,80,49.92,C-
7057,John Williams,female,11/14/2007,Mrs. Davis,80,59,39,82,78,85,83,70,3,12,15,61.23,B
7058,Christopher Daniels,female,11/23/1997,Mr. Brown,16,48,61,6,67,93,48,19,25,7,50,40,D+
7059,Debra Medina,female,9/30/1997,Mrs. Davis,24,42,45,62,10,59,17,10,51,95,65,51.38,C
7060,Dustin Pearson,male,11-08-01,Mr. Brown,29,65,6,45,75,55,40,7,15,34,75,41,D+
7061,Andrea Torres,female,4/23/2007,Mr. Brown,72,31,74,72,43,41,44,61,9,84,55,51.77,C
7062,Gary Khan,female,4/27/1994,Mr. Brown,22,98,19,36,53,48,98,72,93,56,60,56.46,B-
7063,William Smith,male,04-01-91,Mrs. Davis,24,75,82,14,90,53,29,4,73,85,10,51.85,C
7064,Tina Kirk,female,3/23/1999,Mr. Brown,58,83,52,67,60,26,59,85,77,2,65,54.23,C
7065,Andrew Tate,female,5/21/1998,Mr. Smith,72,77,92,31,22,38,73,15,73,46,45,55.69,B-
7066,Catherine Diaz,male,4/22/2010,Mrs. Davis,74,94,51,29,73,85,21,76,49,35,30,61.08,B
7067,Carl Kelly,male,02-09-07,Mr. Brown,72,76,80,20,43,71,50,44,23,22,45,52.31,C
7068,Michelle Simon,female,09-05-91,Mrs. Davis,11,7,62,80,43,47,59,80,0,85,30,51.62,C
7069,Luis Ramirez,female,10/17/1994,Ms. Johnson,4,40,68,79,81,56,70,12,66,39,100,48.77,C-
7070,Carolyn Hunter,female,10/20/1993,Mr. Brown,45,82,5,68,91,24,93,71,85,96,5,63.15,B
7071,Maria Mejia,male,5/14/2008,Mrs. Davis,84,14,75,21,40,29,87,10,33,18,0,42.77,D+
7072,Angela Tanner,male,6/20/1998,Mrs. Davis,49,86,72,19,43,55,67,72,39,87,10,50.69,C
7073,Valerie Gonzalez MD,male,11/15/1998,Mr. Smith,67,59,86,89,80,98,87,95,82,66,70,69.23,B
7074,Randy Gomez,male,03-12-96,Mrs. Davis,8,58,37,10,35,79,40,11,56,45,20,39.92,D
7075,Bradley Warren,male,12-06-04,Mrs. Davis,62,49,4,96,21,13,59,22,65,94,70,50.46,C
7076,John Romero,female,9/24/2005,Mr. Brown,23,67,63,77,70,39,3,59,74,84,70,51.54,C
7077,Robert Hampton,female,3/14/2004,Mr. Brown,77,84,51,25,98,30,73,0,19,90,25,45.46,C-
7078,Jennifer Brown,male,5/28/1999,Mr. Brown,29,9,8,47,62,11,12,85,36,58,0,32.85,D-
7079,Jason York,female,11/19/1993,Mrs. Davis,3,60,40,21,45,50,31,66,36,9,55,37.23,D
7080,James Craig,male,12-01-03,Ms. Johnson,92,7,11,78,78,8,65,27,61,24,20,55.69,B-
